# emoji-sequences.txt
# Date: 2024-05-01, 21:25:24 GMT
# © 2024 Unicode®, Inc.
# Unicode and the Unicode Logo are registered trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
#
# Emoji Sequence Data for UTS #51
# Version: 16.0
#
# For documentation and usage, see https://www.unicode.org/reports/tr51
#
# Format:
#   code_point(s) ; type_field ; description # comments
# Fields:
#   code_point(s): one or more code points in hex format, separated by spaces
#   type_field, one of the following:
#       Basic_Emoji
#       Emoji_Keycap_Sequence
#       RGI_Emoji_Flag_Sequence
#       RGI_Emoji_Tag_Sequence
#       RGI_Emoji_Modifier_Sequence
#     The type_field is a convenience for parsing the emoji sequence files, and is not intended to be maintained as a property.
#   short name: CLDR short name of sequence; characters may be escaped with \x{hex}.
#
# For the purpose of regular expressions, each of the type fields defines the name of
# a binary property of strings. The short name of each property is the same as the long name.
#
# For the purpose of regular expressions, the property RGI_Emoji is defined as
# a binary property of strings corresponding to ED-27 in UTS #51 Unicode Emoji.
# That is, it is the union of the above properties plus RGI_Emoji_ZWJ_Sequence,
# whose data is in emoji-zwj-sequences.txt.
# The short name of RGI_Emoji is the same as the long name.
#
# Characters and sequences are listed in code point order. Users should be shown a more natural order.
# See the CLDR collation order for Emoji.

# ================================================

# Basic_Emoji

231A..231B    ; Basic_Emoji                  ; watch..hourglass done                                          # E0.6   [2] (⌚..⌛)
1FA78..1FA7A  ; Basic_Emoji                  ; drop of blood..stethoscope                                     # E12.0  [3] (🩸..🩺)
1FA7B..1FA7C  ; Basic_Emoji                  ; x-ray..crutch                                                  # E14.0  [2] (🩻..🩼)
1FA80..1FA82  ; Basic_Emoji                  ; yo-yo..parachute                                               # E12.0  [3] (🪀..🪂)
1FA83..1FA86  ; Basic_Emoji                  ; boomerang..nesting dolls                                       # E13.0  [4] (🪃..🪆)
1FA87..1FA88  ; Basic_Emoji                  ; maracas..flute                                                 # E15.0  [2] (🪇..🪈)
1FA89         ; Basic_Emoji                  ; harp                                                           # E16.0  [1] (🪉)
1FA8F         ; Basic_Emoji                  ; shovel                                                         # E16.0  [1] (🪏)
1FA90..1FA95  ; Basic_Emoji                  ; ringed planet..banjo                                           # E12.0  [6] (🪐..🪕)
1FA96..1FAA8  ; Basic_Emoji                  ; military helmet..rock                                          # E13.0 [19] (🪖..🪨)
1FAA9..1FAAC  ; Basic_Emoji                  ; mirror ball..hamsa                                             # E14.0  [4] (🪩..🪬)
1FAAD..1FAAF  ; Basic_Emoji                  ; folding hand fan..khanda                                       # E15.0  [3] (🪭..🪯)
1FAB0..1FAB6  ; Basic_Emoji                  ; fly..feather                                                   # E13.0  [7] (🪰..🪶)
1FAB7..1FABA  ; Basic_Emoji                  ; lotus..nest with eggs                                          # E14.0  [4] (🪷..🪺)
1FABB..1FABD  ; Basic_Emoji                  ; hyacinth..wing                                                 # E15.0  [3] (🪻..🪽)
1FABE         ; Basic_Emoji                  ; leafless tree                                                  # E16.0  [1] (🪾)
1FABF         ; Basic_Emoji                  ; goose                                                          # E15.0  [1] (🪿)
1FAC0..1FAC2  ; Basic_Emoji                  ; anatomical heart..people hugging                               # E13.0  [3] (🫀..🫂)
1FAC3..1FAC5  ; Basic_Emoji                  ; pregnant man..person with crown                                # E14.0  [3] (🫃..🫅)
1FAC6         ; Basic_Emoji                  ; fingerprint                                                    # E16.0  [1] (🫆)
1FACE..1FACF  ; Basic_Emoji                  ; moose..donkey                                                  # E15.0  [2] (🫎..🫏)
1FAD0..1FAD6  ; Basic_Emoji                  ; blueberries..teapot                                            # E13.0  [7] (🫐..🫖)
1FAD7..1FAD9  ; Basic_Emoji                  ; pouring liquid..jar                                            # E14.0  [3] (🫗..🫙)
1FADA..1FADB  ; Basic_Emoji                  ; ginger root..pea pod                                           # E15.0  [2] (🫚..🫛)
1FADC         ; Basic_Emoji                  ; root vegetable                                                 # E16.0  [1] (🫜)
1FADF         ; Basic_Emoji                  ; splatter                                                       # E16.0  [1] (🫟)
1FAE0..1FAE7  ; Basic_Emoji                  ; melting face..bubbles                                          # E14.0  [8] (🫠..🫧)
1FAE8         ; Basic_Emoji                  ; shaking face                                                   # E15.0  [1] (🫨)
1FAE9         ; Basic_Emoji                  ; face with bags under eyes                                      # E16.0  [1] (🫩)
1FAF0..1FAF6  ; Basic_Emoji                  ; hand with index finger and thumb crossed..heart hands          # E14.0  [7] (🫰..🫶)
1FAF7..1FAF8  ; Basic_Emoji                  ; leftwards pushing hand..rightwards pushing hand                # E15.0  [2] (🫷..🫸)
00A9 FE0F     ; Basic_Emoji                  ; copyright                                                      # E0.6   [1] (©️)
00AE FE0F     ; Basic_Emoji                  ; registered                                                     # E0.6   [1] (®️)
203C FE0F     ; Basic_Emoji                  ; double exclamation mark                                        # E0.6   [1] (‼️)
2049 FE0F     ; Basic_Emoji                  ; exclamation question mark                                      # E0.6   [1] (⁉️)
2122 FE0F     ; Basic_Emoji                  ; trade mark                                                     # E0.6   [1] (™️)
2139 FE0F     ; Basic_Emoji                  ; information                                                    # E0.6   [1] (ℹ️)
2194 FE0F     ; Basic_Emoji                  ; left-right arrow                                               # E0.6   [1] (↔️)
2195 FE0F     ; Basic_Emoji                  ; up-down arrow                                                  # E0.6   [1] (↕️)
2196 FE0F     ; Basic_Emoji                  ; up-left arrow                                                  # E0.6   [1] (↖️)
2197 FE0F     ; Basic_Emoji                  ; up-right arrow                                                 # E0.6   [1] (↗️)
2198 FE0F     ; Basic_Emoji                  ; down-right arrow                                               # E0.6   [1] (↘️)
2199 FE0F     ; Basic_Emoji                  ; down-left arrow                                                # E0.6   [1] (↙️)
21A9 FE0F     ; Basic_Emoji                  ; right arrow curving left                                       # E0.6   [1] (↩️)
21AA FE0F     ; Basic_Emoji                  ; left arrow curving right                                       # E0.6   [1] (↪️)
2328 FE0F     ; Basic_Emoji                  ; keyboard                                                       # E1.0   [1] (⌨️)
23CF FE0F     ; Basic_Emoji                  ; eject button                                                   # E1.0   [1] (⏏️)
23ED FE0F     ; Basic_Emoji                  ; next track button                                              # E0.7   [1] (⏭️)
23EE FE0F     ; Basic_Emoji                  ; last track button                                              # E0.7   [1] (⏮️)
23EF FE0F     ; Basic_Emoji                  ; play or pause button                                           # E1.0   [1] (⏯️)
23F1 FE0F     ; Basic_Emoji                  ; stopwatch                                                      # E1.0   [1] (⏱️)
23F2 FE0F     ; Basic_Emoji                  ; timer clock                                                    # E1.0   [1] (⏲️)
23F8 FE0F     ; Basic_Emoji                  ; pause button                                                   # E0.7   [1] (⏸️)
23F9 FE0F     ; Basic_Emoji                  ; stop button                                                    # E0.7   [1] (⏹️)
23FA FE0F     ; Basic_Emoji                  ; record button                                                  # E0.7   [1] (⏺️)
24C2 FE0F     ; Basic_Emoji                  ; circled M                                                      # E0.6   [1] (Ⓜ️)
25AA FE0F     ; Basic_Emoji                  ; black small square                                             # E0.6   [1] (▪️)
25AB FE0F     ; Basic_Emoji                  ; white small square                                             # E0.6   [1] (▫️)
25B6 FE0F     ; Basic_Emoji                  ; play button                                                    # E0.6   [1] (▶️)
25C0 FE0F     ; Basic_Emoji                  ; reverse button                                                 # E0.6   [1] (◀️)
25FB FE0F     ; Basic_Emoji                  ; white medium square                                            # E0.6   [1] (◻️)
25FC FE0F     ; Basic_Emoji                  ; black medium square                                            # E0.6   [1] (◼️)
2600 FE0F     ; Basic_Emoji                  ; sun                                                            # E0.6   [1] (☀️)
2601 FE0F     ; Basic_Emoji                  ; cloud                                                          # E0.6   [1] (☁️)
2602 FE0F     ; Basic_Emoji                  ; umbrella                                                       # E0.7   [1] (☂️)
2603 FE0F     ; Basic_Emoji                  ; snowman                                                        # E0.7   [1] (☃️)
2604 FE0F     ; Basic_Emoji                  ; comet                                                          # E1.0   [1] (☄️)
260E FE0F     ; Basic_Emoji                  ; telephone                                                      # E0.6   [1] (☎️)
2611 FE0F     ; Basic_Emoji                  ; check box with check                                           # E0.6   [1] (☑️)
2618 FE0F     ; Basic_Emoji                  ; shamrock                                                       # E1.0   [1] (☘️)
261D FE0F     ; Basic_Emoji                  ; index pointing up                                              # E0.6   [1] (☝️)
2620 FE0F     ; Basic_Emoji                  ; skull and crossbones                                           # E1.0   [1] (☠️)
2622 FE0F     ; Basic_Emoji                  ; radioactive                                                    # E1.0   [1] (☢️)
2623 FE0F     ; Basic_Emoji                  ; biohazard                                                      # E1.0   [1] (☣️)
2626 FE0F     ; Basic_Emoji                  ; orthodox cross                                                 # E1.0   [1] (☦️)
262A FE0F     ; Basic_Emoji                  ; star and crescent                                              # E0.7   [1] (☪️)
262E FE0F     ; Basic_Emoji                  ; peace symbol                                                   # E1.0   [1] (☮️)
262F FE0F     ; Basic_Emoji                  ; yin yang                                                       # E0.7   [1] (☯️)
2638 FE0F     ; Basic_Emoji                  ; wheel of dharma                                                # E0.7   [1] (☸️)
2639 FE0F     ; Basic_Emoji                  ; frowning face                                                  # E0.7   [1] (☹️)
263A FE0F     ; Basic_Emoji                  ; smiling face                                                   # E0.6   [1] (☺️)
2640 FE0F     ; Basic_Emoji                  ; female sign                                                    # E4.0   [1] (♀️)
